0 3.0779103310104627
1 3.0901089958291608
2 2.820666331981872
3 2.7276489007146454
4 2.6471538555685052
5 2.832189529166061
6 3.38010463523298
7 3.473562648539789
8 4.54555718106492
9 3.5378180033199644
10 4.598470792761176
11 3.3488198145167964
12 4.011151847643683
13 5.310140001742426
14 5.164922227832645
15 4.421719978077028
16 4.869131105728695
17 4.144953635486004
18 4.264369855398478
19 6.242548527248569
20 6.727079018600265
21 6.43869706734685
22 6.771002549732566
23 7.100933236410415
24 5.763717119363466
25 6.458531177927574
26 6.896443301002679
27 6.566649845956221
28 6.882063830399932
29 7.014262889758933
30 6.250838537167191
31 7.039500455407001
32 7.105598872105552
33 7.697984251510292
34 7.755291709519534
35 6.764419544044539
36 6.737427920896182
37 7.6332467157364645
38 7.547678043915219
39 7.007614758614095
40 6.860562029219221
41 6.85964695364041
42 6.91279298276099
43 8.115295753762824
44 8.237866177851943
45 7.040170089986182
46 6.844640004363826
47 7.255030519507391
48 7.039836372006166
49 6.278585906164604
50 5.703519325992559
51 6.258498977976658
52 7.872728194880665
53 7.040971647374864
54 7.608805318163609
55 6.609281577855782
56 6.949459817866681
57 7.890865250672938
58 7.064718330817124
59 8.205617562647442
60 7.42972386647964
61 7.51159312575814
62 7.157497667785146
63 6.675530289835791
64 6.8243350973766095
65 6.928898537141127
66 7.745407389568205
67 6.907896257833131
68 6.733447709428703
69 6.561540997134996
70 6.369354253403371
71 5.950363484826774
72 6.143383545056537
73 6.863217311431132
74 6.881919822462275
75 5.738944649433286
76 6.767981415050873
77 5.645838886587243
78 5.6225929976847855
79 5.460937805201016
80 6.056005935663017
81 7.349779563209764
82 7.705354676696442
83 7.79742874820826
84 7.317109171277579
85 7.678799572552611
86 7.310543564294299
87 7.659408970182156
88 6.911557042847509
89 7.322987689728774
90 7.36968056222525
91 7.92287096933737
92 7.163337908438487
93 7.818913360771043
94 7.433474335802185
95 7.949623105693859
96 7.996677100110369
97 7.518154094017583
98 7.2680839353625135
99 8.227808491342254
